id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,date_begin,date_end,district_text,district_name,district_num,region_id,region_name,party_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education,college,academic,old_profession,old_post,old_member,address,resignation_text
11584,185,mp-nf4_skl8,8,Парубій Андрій Володимирович,Андрій,Володимирович,Парубій,А.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 4/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",4,"народився 31 сiчня 1971 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, керівник, благодійна організація ""Благодійний фонд підтримки добровольців"", член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Львові, судимість відсутня, включений до виборчого списку під № 4.",http://itd.rada.gov.ua/mps/info/page/11584,http://static.rada.gov.ua/dep_img8/nf4.jpg,nf4,1,31.01.1971,вища,,,керівник,"благодійна організація ""Благодійний фонд підтримки добровольців""",ні,в місті Львові,
18125,402,mp-d163_1_skl8,8,Пастух Тарас Тимофійович,Тарас,Тимофійович,Пастух,Т.Т.,27.11.2014,,"Виборчий округ № 163, Тернопільська область",Виборчий округ № 163,163,61,Тернопільська область,член Української Народної Партії,104,Українська Народна Партія,,"народився 20 березня 1978 року в місті Тернополі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Файне місто"", проходить військову службу за призовом під час мобілізації, член Української Народної Партії, проживає в місті Тернополі, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/18125,http://static.rada.gov.ua/dep_img8/d163_1.jpg,d163_1,1,20.03.1978,вища,,,директор,"ТОВ ""Файне місто"", проходить військову службу за призовом під час мобілізації",ні,в місті Тернополі,
15674,273,mp-bp38_skl8,8,Пацкан Валерій Васильович,Валерій,Васильович,Пацкан,В.В.,27.11.2014,15.03.2018,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 38/",,,,,безпартійний,50,Безпартійний,38,"народився 21 квiтня 1975 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Ужгороді, судимість відсутня, включений до виборчого списку під № 38.",http://itd.rada.gov.ua/mps/info/page/15674,http://static.rada.gov.ua/dep_img8/bp38.jpg,bp38,1,21.04.1975,вища,,,народний депутат України,,так,в місті Ужгороді,НДУ Особиста письмова заява про складення повноважень
8696,192,mp-nf12_skl8,8,Пашинський Сергій Володимирович,Сергій,Володимирович,Пашинський,С.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 12/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",12,"народився 14 жовтня 1966 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 12.",http://itd.rada.gov.ua/mps/info/page/8696,http://static.rada.gov.ua/dep_img8/nf12.jpg,nf12,1,14.10.1966,вища,,,народний депутат України,,так,в місті Києві,
18126,153,mp-d194_1_skl8,8,Петренко Олег Миколайович,Олег,Миколайович,Петренко,О.М.,27.11.2014,,"Виборчий округ № 194, Черкаська область",Виборчий округ № 194,194,71,Черкаська область,безпартійний,50,Безпартійний,,"народився 17 вересня 1973 року в місті Черкасах, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, рядовий, підрозділ патрульної служби міліції особливого призначення ГУ МВС України в Київській області – полк ""Азов"", безпартійний, проживає в місті Черкасах, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/page/18126,http://static.rada.gov.ua/dep_img8/d194_1.jpg,d194_1,1,17.09.1973,вища,,,рядовий,"підрозділ патрульної служби міліції особливого призначення ГУ МВС України в Київській області – полк ""Азов""",ні,в місті Черкасах,
15657,191,mp-nf11_skl8,8,Петренко Павло Дмитрович,Павло,Дмитрович,Петренко,П.Д.,27.11.2014,02.12.2014,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 11/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",11,"народився 17 липня 1979 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Міністр юстиції України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 11.",http://itd.rada.gov.ua/mps/info/page/15657,http://static.rada.gov.ua/dep_img8/nf11.jpg,nf11,1,17.07.1979,вища,,,Міністр юстиції України,,ні,в місті Києві,НДУ Особиста письмова заява про складення повноважень
11131,48,mp-d72_1_skl8,8,Петьовка Василь Васильович,Василь,Васильович,Петьовка,В.В.,27.11.2014,,"Виборчий округ № 72, Закарпатська область",Виборчий округ № 72,72,21,Закарпатська область,член політичної партії Єдиний Центр,192,Політична партія Єдиний Центр,,"народився 30 сiчня 1967 року в селі Завидово Мукачівського району Закарпатської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член політичної партії Єдиний Центр, проживає в місті Мукачеве Закарпатської області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/11131,http://static.rada.gov.ua/dep_img8/d72_1.jpg,d72_1,1,30.01.1967,вища,,,народний депутат України,,так,в місті Мукачеве Закарпатської області,
862,255,mp-bp17_skl8,8,Пинзеник Віктор Михайлович,Віктор,Михайлович,Пинзеник,В.М.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 17/",,,,,безпартійний,50,Безпартійний,17,"народився 15 квiтня 1954 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 17.",http://itd.rada.gov.ua/mps/info/page/862,http://static.rada.gov.ua/dep_img8/bp17.jpg,bp17,1,15.04.1954,вища,,,народний депутат України,,так,в місті Києві,
8125,227,mp-nf49_skl8,8,Пинзеник Павло Васильович,Павло,Васильович,Пинзеник,П.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 49/",,,,,безпартійний,50,Безпартійний,49,"народився 20 березня 1976 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник завідувача секретаріату депутатської фракції Всеукраїнського об’єднання ""Батьківщина"", Апарат Верховної Ради України, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 49.",http://itd.rada.gov.ua/mps/info/page/8125,http://static.rada.gov.ua/dep_img8/nf49.jpg,nf49,1,20.03.1976,вища,,,"перший заступник завідувача секретаріату депутатської фракції Всеукраїнського об’єднання ""Батьківщина""",Апарат Верховної Ради України,ні,в місті Києві,
8838,129,mp-d168_1_skl8,8,Писаренко Валерій Володимирович,Валерій,Володимирович,Писаренко,В.В.,27.11.2014,,"Виборчий округ № 168, Харківська область",Виборчий округ № 168,168,63,Харківська область,безпартійний,50,Безпартійний,,"народився 8 липня 1980 року в місті Нова Каховка Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова Комітету Верховної Ради України з питань правової політики, доцент кафедри конституційного права, Київський національний університет імені Тараса Шевченка, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/8838,http://static.rada.gov.ua/dep_img8/d168_1.jpg,d168_1,1,08.07.1980,вища,Київський національний університет імені Тараса Шевченка,доцент кафедри конституційного права,народний депутат України,голова Комітету Верховної Ради України з питань правової політики,так,в місті Харкові,
15680,427,mp-bp67_skl8,8,Побер Ігор Миколайович,Ігор,Миколайович,Побер,І.М.,04.12.2014,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 67/",,,,,безпартійний,50,Безпартійний,67,"народився 17 грудня 1968 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Тернополі, судимість відсутня, включений до виборчого списку під № 67.",http://itd.rada.gov.ua/mps/info/page/15680,http://static.rada.gov.ua/dep_img8/bp67.jpg,bp67,1,17.12.1968,вища,,,народний депутат України,,так,в місті Тернополі,
20626,483,mp-nf81_skl8,8,Побочіх Михайло Олександрович,Михайло,Олександрович,Побочіх,М.О.,22.03.2018,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 81/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",81,"народився 6 жовтня 1986 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник начальника управління експлуатації інформаційних систем, АТ ""Ощадбанк"", член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Боярка Києво-Святошинського району Київської області, судимість відсутня, включений до виборчого списку під № 81.",http://itd.rada.gov.ua/mps/info/page/20626,http://static.rada.gov.ua/dep_img8/nf81.jpg,nf81,1,06.10.1986,вища,,,заступник начальника управління експлуатації інформаційних систем,"АТ ""Ощадбанк""",ні,в місті Боярка Києво-Святошинського району Київської області,
18127,403,mp-d116_1_skl8,8,Подоляк Ірина Ігорівна,Ірина,Ігорівна,Подоляк,І.І.,27.11.2014,,"Виборчий округ № 116, Львівська область",Виборчий округ № 116,116,46,Львівська область,безпартійнa,50,Безпартійний,,"народилася 2 травня 1967 року в місті Золочів Львівської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, начальник управління культури департаменту гуманітарної політики, Львівська міська рада, безпартійнa, проживає в місті Львові, судимість відсутня, суб’єкт висування – Політична партія ""Об’єднання ""САМОПОМІЧ"".",http://itd.rada.gov.ua/mps/info/page/18127,http://static.rada.gov.ua/dep_img8/d116_1.jpg,d116_1,2,02.05.1967,вища,,,начальник управління культури департаменту гуманітарної політики,Львівська міська рада,ні,в місті Львові,
17960,217,mp-nf39_skl8,8,Поляков Максим Анатолійович,Максим,Анатолійович,Поляков,М.А.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 39/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",39,"народився 23 квiтня 1982 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово виконуючий обов’язки Голови, Національна комісія, що здійснює державне регулювання у сфері ринків фінансових послуг, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Умань Черкаської області, судимість відсутня, включений до виборчого списку під № 39.",http://itd.rada.gov.ua/mps/info/page/17960,http://static.rada.gov.ua/dep_img8/nf39.jpg,nf39,1,23.04.1982,вища,,,тимчасово виконуючий обов’язки Голови,"Національна комісія, що здійснює державне регулювання у сфері ринків фінансових послуг",ні,в місті Умань Черкаської області,
18164,404,mp-nf68_skl8,8,Помазанов Андрій Віталійович,Андрій,Віталійович,Помазанов,А.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 68/",,,,,безпартійний,50,Безпартійний,68,"народився 2 серпня 1983 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник, Головне управління юстиції у місті Києві, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 68.",http://itd.rada.gov.ua/mps/info/page/18164,http://static.rada.gov.ua/dep_img8/nf68.jpg,nf68,1,02.08.1983,вища,,,начальник,Головне управління юстиції у місті Києві,ні,в місті Києві,
15760,54,mp-d78_1_skl8,8,Пономарьов Олександр Сергійович,Олександр,Сергійович,Пономарьов,О.С.,27.11.2014,,"Виборчий округ № 78, Запорізька область",Виборчий округ № 78,78,23,Запорізька область,безпартійний,50,Безпартійний,,"народився 7 сiчня 1962 року в місті Бердянськ Запорізької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Бердянськ Запорізької області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/15760,http://static.rada.gov.ua/dep_img8/d78_1.jpg,d78_1,1,07.01.1962,вища,,,народний депутат України,,так,в місті Бердянськ Запорізької області,
5422,75,mp-d101_1_skl8,8,Поплавський Михайло Михайлович,Михайло,Михайлович,Поплавський,М.М.,27.11.2014,,"Виборчий округ № 101, Кіровоградська область",Виборчий округ № 101,101,35,Кіровоградська область,безпартійний,50,Безпартійний,,"народився 28 листопада 1949 року в селі Мечиславка Ульяновського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/5422,http://static.rada.gov.ua/dep_img8/d101_1.jpg,d101_1,1,28.11.1949,вища,,,народний депутат України,,так,в місті Києві,
18042,355,mp-rp6_skl8,8,Попов Ігор Володимирович,Ігор,Володимирович,Попов,І.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Радикальна Партія Олега Ляшка /№ у списку - 6/",,,,,безпартійний,50,Безпартійний,6,"народився 18 квiтня 1972 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 6.",http://itd.rada.gov.ua/mps/info/page/18042,http://static.rada.gov.ua/dep_img8/rp6.jpg,rp6,1,18.04.1972,вища,,,тимчасово не працює,,ні,в місті Києві,
18128,3,mp-d12_1_skl8,8,Порошенко Олексій Петрович,Олексій,Петрович,Порошенко,О.П.,27.11.2014,,"Виборчий округ № 12, Вінницька область",Виборчий округ № 12,12,5,Вінницька область,"член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"народився 6 березня 1985 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник генерального директора із зовнішньоекономічної діяльності, ПрАТ ""Продовольча компанія ""Поділля"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Києві, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/page/18128,http://static.rada.gov.ua/dep_img8/d12_1.jpg,d12_1,1,06.03.1985,вища,,,заступник генерального директора із зовнішньоекономічної діяльності,"ПрАТ ""Продовольча компанія ""Поділля""",ні,в місті Києві,
15800,102,mp-d139_1_skl8,8,Пресман Олександр Семенович,Олександр,Семенович,Пресман,О.С.,27.11.2014,,"Виборчий округ № 139, Одеська область",Виборчий округ № 139,139,51,Одеська область,безпартійний,50,Безпартійний,,"народився 10 квiтня 1961 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/15800,http://static.rada.gov.ua/dep_img8/d139_1.jpg,d139_1,1,10.04.1961,вища,,,народний депутат України,,так,в місті Одесі,
11620,231,mp-nf53_skl8,8,Присяжнюк Олександр Анатолійович,Олександр,Анатолійович,Присяжнюк,О.А.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 53/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",53,"народився 20 квiтня 1981 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник керівника Апарату Прем’єр-міністра України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 53.",http://itd.rada.gov.ua/mps/info/page/11620,http://static.rada.gov.ua/dep_img8/nf53.jpg,nf53,1,20.04.1981,вища,,,заступник керівника Апарату Прем’єр-міністра України,,ні,в місті Києві,
15667,253,mp-bp15_skl8,8,Продан Оксана Петрівна,Оксана,Петрівна,Продан,О.П.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 15/",,,,,безпартійнa,50,Безпартійний,15,"народилася 16 квiтня 1974 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійнa, проживає в місті Чернівцях, судимість відсутня, включена до виборчого списку під № 15.",http://itd.rada.gov.ua/mps/info/page/15667,http://static.rada.gov.ua/dep_img8/bp15.jpg,bp15,2,16.04.1974,вища,,,народний депутат України,,так,в місті Чернівцях,
18022,405,mp-sp23_skl8,8,Пташник Вікторія Юріївна,Вікторія,Юріївна,Пташник,В.Ю.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Об'єднання ""САМОПОМІЧ"" /№ у списку - 23/",,,,,безпартійнa,50,Безпартійний,23,"народилася 1 сiчня 1983 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, партнер, ТОВ ""Юридична фірма ""Дроіт"", безпартійнa, проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 23.",http://itd.rada.gov.ua/mps/info/page/18022,http://static.rada.gov.ua/dep_img8/sp23.jpg,sp23,2,01.01.1983,вища,,,партнер,"ТОВ ""Юридична фірма ""Дроіт""",ні,в місті Києві,
15774,71,mp-d97_1_skl8,8,Різаненко Павло Олександрович,Павло,Олександрович,Різаненко,П.О.,27.11.2014,,"Виборчий округ № 97, Київська область",Виборчий округ № 97,97,32,Київська область,безпартійний,50,Безпартійний,,"народився 12 липня 1975 року в селі Красилівка Броварського району Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Бровари Київської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/page/15774,http://static.rada.gov.ua/dep_img8/d97_1.jpg,d97_1,1,12.07.1975,вища,,,народний депутат України,,так,в місті Бровари Київської області,
18032,329,mp-ob4_skl8,8,Рабінович Вадим Зіновійович,Вадим,Зіновійович,Рабінович,В.З.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Опозиційний блок"" /№ у списку - 4/",,,,,безпартійний,50,Безпартійний,4,"народився 4 серпня 1953 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, голова наглядової ради, ТОВ ""Ньюс Нетворк"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 4.",http://itd.rada.gov.ua/mps/info/page/18032,http://static.rada.gov.ua/dep_img8/ob4.jpg,ob4,1,04.08.1953,загальна середня,,,голова наглядової ради,"ТОВ ""Ньюс Нетворк""",ні,в місті Києві,
2308,43,mp-d67_1_skl8,8,Развадовський Віктор Йосипович,Віктор,Йосипович,Развадовський,В.Й.,27.11.2014,,"Виборчий округ № 67, Житомирська область",Виборчий округ № 67,67,18,Житомирська область,безпартійний,50,Безпартійний,,"народився 3 червня 1959 року в смт Дзержинськ Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/2308,http://static.rada.gov.ua/dep_img8/d67_1.jpg,d67_1,1,03.06.1959,вища,,,народний депутат України,,так,в місті Києві,
18414,436,mp-d63_1_skl8,8,Ревега Олександр Васильович,Олександр,Васильович,Ревега,О.В.,23.12.2014,,"Виборчий округ № 63, Житомирська область",Виборчий округ № 63,63,18,Житомирська область,безпартійний,50,Безпартійний,,"народився 22 серпня 1966 року в селі Городківка Крижопільського району Вінницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ОРавтобуд"", безпартійний, проживає в смт Гришківці Бердичівського району Житомирської області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/18414,http://static.rada.gov.ua/dep_img8/d63_1.jpg,d63_1,1,22.08.1966,вища,,,директор,"ТОВ ""ОРавтобуд""",ні,в смт Гришківці Бердичівського району Житомирської області,
18129,112,mp-d149_1_skl8,8,Река Андрій Олександрович,Андрій,Олександрович,Река,А.О.,27.11.2014,,"Виборчий округ № 149, Полтавська область",Виборчий округ № 149,149,53,Полтавська область,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",,"народився 1 грудня 1953 року в селі Стовбина Долина Новосанжарського району Полтавської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Новосанжарський селищний голова, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в смт Нові Санжари Полтавської області, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".",http://itd.rada.gov.ua/mps/info/page/18129,http://static.rada.gov.ua/dep_img8/d149_1.jpg,d149_1,1,01.12.1953,вища,,,Новосанжарський селищний голова,,ні,в смт Нові Санжари Полтавської області,
9123,160,mp-d202_1_skl8,8,Рибак Іван Петрович,Іван,Петрович,Рибак,І.П.,27.11.2014,,"Виборчий округ № 202, Чернівецька область",Виборчий округ № 202,202,74,Чернівецька область,безпартійний,50,Безпартійний,,"народився 11 березня 1978 року в селі Ворохта Надвірнянського району Івано-Франківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник голови, Чернівецька обласна державна адміністрація, безпартійний, проживає в місті Чернівцях, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/page/9123,http://static.rada.gov.ua/dep_img8/d202_1.jpg,d202_1,1,11.03.1978,вища,,,перший заступник голови,Чернівецька обласна державна адміністрація,ні,в місті Чернівцях,
18053,406,mp-rp22_skl8,8,Рибалка Сергій Вікторович,Сергій,Вікторович,Рибалка,С.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Радикальна Партія Олега Ляшка /№ у списку - 22/",,,,,безпартійний,50,Безпартійний,22,"народився 22 липня 1978 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, радник генерального директора з юридичних питань, ТОВ ""СНЕК ЕКСПОРТ"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 22.",http://itd.rada.gov.ua/mps/info/page/18053,http://static.rada.gov.ua/dep_img8/rp22.jpg,rp22,1,22.07.1978,вища,,,радник генерального директора з юридичних питань,"ТОВ ""СНЕК ЕКСПОРТ""",ні,в місті Києві,
18130,169,mp-d211_1_skl8,8,Рибчинський Євген Юрійович,Євген,Юрійович,Рибчинський,Є.Ю.,27.11.2014,,"Виборчий округ № 211, м. Київ",Виборчий округ № 211,211,85,м. Київ,безпартійний,50,Безпартійний,,"народився 21 грудня 1969 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Рибчинський і сини"", безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/page/18130,http://static.rada.gov.ua/dep_img8/d211_1.jpg,d211_1,1,21.12.1969,вища,,,директор,"ТОВ ""Рибчинський і сини""",ні,в місті Києві,
20105,474,mp-d27_2_skl8,8,Ричкова Тетяна Борисівна,Тетяна,Борисівна,Ричкова,Т.Б.,06.09.2016,,"Виборчий округ № 27, Дніпропетровська область",Виборчий округ № 27,27,12,Дніпропетровська область,безпартійнa,50,Безпартійний,,"народилася 7 жовтня 1978 року в місті Дніпрі, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, старший офіцер відділу чергових приймальні Міністра оборони України, Центр забезпечення службової діяльності Міністерства оборони України та Генерального штабу Збройних Сил України, безпартійнa, проживає в місті Дніпрі, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/20105,http://static.rada.gov.ua/dep_img8/d27_2.jpg,d27_2,2,07.10.1978,вища,,,старший офіцер відділу чергових приймальні Міністра оборони України,Центр забезпечення службової діяльності Міністерства оборони України та Генерального штабу Збройних Сил України,ні,в місті Дніпрі,
18131,39,mp-d62_1_skl8,8,Розенблат Борислав Соломонович,Борислав,Соломонович,Розенблат,Б.С.,27.11.2014,,"Виборчий округ № 62, Житомирська область",Виборчий округ № 62,62,18,Житомирська область,"член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"народився 25 травня 1969 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови правління, ПрАТ ""Фаворит компані"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Житомирі, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/page/18131,http://static.rada.gov.ua/dep_img8/d62_1.jpg,d62_1,1,25.05.1969,вища,,,заступник голови правління,"ПрАТ ""Фаворит компані""",ні,в місті Житомирі,
3008,264,mp-bp26_skl8,8,Розенко Павло Валерійович,Павло,Валерійович,Розенко,П.В.,27.11.2014,02.12.2014,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 26/",,,,,безпартійний,50,Безпартійний,26,"народився 15 липня 1970 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 26.",http://itd.rada.gov.ua/mps/info/page/3008,http://static.rada.gov.ua/dep_img8/bp26.jpg,bp26,1,15.07.1970,вища,,,народний депутат України,,так,в місті Києві,НДУ Особиста письмова заява про складення повноважень
18029,323,mp-sp30_skl8,8,Романова Анна Анатоліївна,Анна,Анатоліївна,Романова,А.А.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Об'єднання ""САМОПОМІЧ"" /№ у списку - 30/",,,,,безпартійнa,50,Безпартійний,30,"народилася 21 лютого 1985 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійнa, проживає в місті Чернігові, судимість відсутня, включена до виборчого списку під № 30.",http://itd.rada.gov.ua/mps/info/page/18029,http://static.rada.gov.ua/dep_img8/sp30.jpg,sp30,2,21.02.1985,вища,,,тимчасово не працює,,ні,в місті Чернігові,
18245,435,mp-nf72_skl8,8,Романовський Олександр Володимирович,Олександр,Володимирович,Романовський,О.В.,09.12.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 72/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",72,"народився 10 серпня 1952 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор – головний конструктор, ТОВ ""НВП ""Хартрон-ЮКОМ"", член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Запоріжжі, судимість відсутня, включений до виборчого списку під № 72.",http://itd.rada.gov.ua/mps/info/page/18245,http://static.rada.gov.ua/dep_img8/nf72.jpg,nf72,1,10.08.1952,вища,,,генеральний директор – головний конструктор,"ТОВ ""НВП ""Хартрон-ЮКОМ""",ні,в місті Запоріжжі,
